Date,BRLUSDCurncy,CDXTEL15Index,CDXTHL15Index,CDXTIL15Index,CNYCNHCMPNCurncy,CNYUSDCurncy,CSIAIndex,CSIBARCIndex,CSIBBBIndex,EPUCNUSDIndex,EURUSDCurncy,FEDL01Index,JPMVXYEMIndex,JPMVXYG7Index,MOVEIndex,MXEFIndex,SPXIndex,TYVIXIndex,USDCADCurncy,USDKRWCurncy,USGG10YRIndex,USGG2YRIndex,USGG30YRIndex,USGG3MINDEX,USGG5YRIndex,V2XINDEX,VIXIndex
722614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2992,7.43,NaN,NaN,NaN,NaN,99.57,NaN,1.1218,NaN,8.412,8.119,8.45,6.63,8.284,NaN,NaN
722615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.299,7.51,NaN,NaN,NaN,NaN,99.48,NaN,1.1213,NaN,8.412,8.129,8.44,6.63,8.284,NaN,NaN
722616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.294,7.51,NaN,NaN,NaN,NaN,98.34,NaN,1.1198,NaN,8.412,8.129,8.44,6.66,8.284,NaN,NaN
722617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2943,7.49,NaN,NaN,NaN,NaN,97.42,NaN,1.1192,NaN,8.432,8.199,8.46,6.72,8.324,NaN,NaN
722620,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2957,7.5,NaN,NaN,NaN,NaN,97.49,NaN,1.1199,NaN,8.452,8.259,8.48,6.69,8.344,NaN,NaN
722621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2997,7.51,NaN,NaN,NaN,NaN,96.51,NaN,1.1222,NaN,8.472,8.279,8.5,6.74,8.424,NaN,NaN
722622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3041,7.75,NaN,NaN,NaN,NaN,96.01,NaN,1.1244,NaN,8.542,8.419,8.54,6.84,8.464,NaN,NaN
722623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2975,7.73,NaN,NaN,NaN,NaN,96.24,NaN,1.1233,NaN,8.532,8.419,8.53,6.81,8.454,NaN,NaN
722624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3038,7.69,NaN,NaN,NaN,NaN,95.85,NaN,1.1236,NaN,8.552,8.449,8.55,6.86,8.474,NaN,NaN
722627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3048,7.78,NaN,NaN,NaN,NaN,94.6,NaN,1.1268,NaN,8.602,8.489,8.6,6.88,8.504,NaN,NaN
722628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3038,7.78,NaN,NaN,NaN,NaN,94.98,NaN,1.126,NaN,8.582,8.449,8.58,6.94,8.504,NaN,NaN
722629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.307,8.07,NaN,NaN,NaN,NaN,95.4,NaN,1.1246,NaN,8.572,8.449,8.57,6.88,8.484,NaN,NaN
722630,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3075,8.03,NaN,NaN,NaN,NaN,95.57,NaN,1.1251,NaN,8.572,8.429,8.59,6.92,8.464,NaN,NaN
722631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3091,8.01,NaN,NaN,NaN,NaN,95.53,NaN,1.1247,NaN,8.622,8.489,8.62,7.01,8.504,NaN,NaN
722634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3141,7.64,NaN,NaN,NaN,NaN,95.09,NaN,1.1231,NaN,8.592,8.449,8.6,6.95,8.484,NaN,NaN
722636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3231,6.7,NaN,NaN,NaN,NaN,94.27,NaN,1.1215,NaN,8.622,8.449,8.62,7.07,8.504,NaN,NaN
722637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.313,7.72,NaN,NaN,NaN,NaN,94.32,NaN,1.1238,NaN,8.622,8.449,8.62,7.06,8.504,NaN,NaN
722638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3196,7.7,NaN,NaN,NaN,NaN,94.89,NaN,1.1249,NaN,8.662,8.479,8.67,7.13,8.524,NaN,NaN
722641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.328,7.78,NaN,NaN,NaN,NaN,95.27,NaN,1.1226,NaN,8.682,8.509,8.69,7.16,8.564,NaN,NaN
722642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3228,7.74,NaN,NaN,NaN,NaN,95.93,NaN,1.122,NaN,8.682,8.489,8.69,7.2,8.564,NaN,NaN
722643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3193,7.71,NaN,NaN,NaN,NaN,96.24,NaN,1.1226,NaN,8.672,8.489,8.69,7.19,8.564,NaN,NaN
722644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3219,7.75,NaN,NaN,NaN,NaN,96.25,NaN,1.1252,NaN,8.682,8.509,8.7,7.18,8.574,NaN,NaN
722645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3193,7.77,NaN,NaN,NaN,NaN,97.58,NaN,1.1237,NaN,8.682,8.519,8.69,7.07,8.574,NaN,NaN
722648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3149,7.91,NaN,NaN,NaN,NaN,97.78,NaN,1.1232,NaN,8.652,8.489,8.66,6.99,8.554,NaN,NaN
722649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3151,7.99,NaN,NaN,NaN,NaN,96.87,NaN,1.1254,NaN,8.632,8.469,8.65,7.09,8.544,NaN,NaN
722650,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3187,8.63,NaN,NaN,NaN,NaN,98.12,NaN,1.1241,NaN,8.622,8.469,8.65,7.06,8.544,NaN,NaN
722651,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3205,7.96,NaN,NaN,NaN,NaN,98.03,NaN,1.1237,NaN,8.662,8.509,8.66,7.07,8.574,NaN,NaN
722652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3238,7.95,NaN,NaN,NaN,NaN,97.75,NaN,1.1241,NaN,8.672,8.599,8.67,7.02,8.584,NaN,NaN
722655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3309,7.89,NaN,NaN,NaN,NaN,97.72,NaN,1.125,NaN,8.672,8.579,8.68,6.83,8.594,NaN,NaN
722656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3275,7.81,NaN,NaN,NaN,NaN,98.44,NaN,1.1241,NaN,8.672,8.559,8.68,6.92,8.594,NaN,NaN
722657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3242,7.65,NaN,NaN,NaN,NaN,99.08,NaN,1.1238,NaN,8.662,8.529,8.66,6.9,8.564,NaN,NaN
722658,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3233,7.84,NaN,NaN,NaN,NaN,99.54,NaN,1.127,NaN,8.582,8.479,8.6,6.76,8.484,NaN,NaN
722659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3321,7.83,NaN,NaN,NaN,NaN,100,NaN,1.1307,NaN,8.552,8.459,8.55,6.74,8.454,NaN,NaN
722662,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3335,8,NaN,NaN,NaN,NaN,100.68,NaN,1.1315,NaN,8.562,8.479,8.56,6.76,8.464,NaN,NaN
722663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3358,7.97,NaN,NaN,NaN,NaN,100.66,NaN,1.1381,NaN,8.542,8.459,8.55,6.88,8.444,NaN,NaN
722664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3348,7.9,NaN,NaN,NaN,NaN,102.92,NaN,1.1395,NaN,8.442,8.409,8.44,6.76,8.354,NaN,NaN
722665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3357,7.85,NaN,NaN,NaN,NaN,103.51,NaN,1.1374,NaN,8.392,8.269,8.44,6.8,8.304,NaN,NaN
722666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3376,7.81,NaN,NaN,NaN,NaN,103.92,NaN,1.1379,NaN,8.382,8.269,8.45,6.78,8.264,NaN,NaN
722669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3455,7.84,NaN,NaN,NaN,NaN,103.55,NaN,1.1383,NaN,8.362,8.189,8.44,6.76,8.244,NaN,NaN
722670,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3539,7.82,NaN,NaN,NaN,NaN,104.01,NaN,1.1397,NaN,8.352,8.199,8.42,6.72,8.244,NaN,NaN
722671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3605,7.9,NaN,NaN,NaN,NaN,104.5,NaN,1.1362,NaN,8.342,8.179,8.41,6.74,8.204,NaN,NaN
722672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3635,7.83,NaN,NaN,NaN,NaN,103.66,NaN,1.1338,NaN,8.452,8.249,8.48,6.85,8.304,NaN,NaN
722673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3716,7.84,NaN,NaN,NaN,NaN,103.96,NaN,1.1361,NaN,8.442,8.259,8.48,6.86,8.284,NaN,NaN
722676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3868,7.92,NaN,NaN,NaN,NaN,103.97,NaN,1.1384,NaN,8.452,8.299,8.51,6.88,8.294,NaN,NaN
722677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3879,7.9,NaN,NaN,NaN,NaN,103.85,NaN,1.1393,NaN,8.462,8.299,8.53,6.99,8.304,NaN,NaN
722678,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3872,7.93,NaN,NaN,NaN,NaN,104.65,NaN,1.1386,NaN,8.552,8.509,8.6,7.24,8.444,NaN,NaN
722679,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3576,7.99,NaN,NaN,NaN,NaN,105.08,NaN,1.1377,NaN,8.482,8.489,8.55,7.19,8.404,NaN,NaN
722680,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3643,8.04,NaN,NaN,NaN,NaN,104.73,NaN,1.1386,NaN,8.462,8.509,8.53,7.3,8.404,NaN,NaN
722683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3477,8.24,NaN,NaN,NaN,NaN,103.89,NaN,1.1384,NaN,8.412,8.479,8.48,7.26,8.394,NaN,NaN
722684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3528,8.24,NaN,NaN,NaN,NaN,104.31,NaN,1.1403,NaN,8.412,8.479,8.48,7.28,8.384,NaN,NaN
722685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3484,8.38,NaN,NaN,NaN,NaN,104.91,NaN,1.1392,NaN,8.322,8.429,8.42,7.22,8.314,NaN,NaN
722686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3515,8.2,NaN,NaN,NaN,NaN,105.08,NaN,1.138,NaN,8.352,8.419,8.44,7.24,8.334,NaN,NaN
722687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3443,8.2,NaN,NaN,NaN,NaN,104.9,NaN,1.1447,NaN,8.342,8.419,8.43,7.24,8.324,NaN,NaN
722690,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3443,8.31,NaN,NaN,NaN,NaN,103.96,NaN,1.1477,NaN,8.352,8.419,8.43,7.33,8.304,NaN,NaN
722691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3517,8.37,NaN,NaN,NaN,NaN,103.39,NaN,1.1496,NaN,8.372,8.449,8.45,7.45,8.374,NaN,NaN
722692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3569,8.45,NaN,NaN,NaN,NaN,103.5,NaN,1.1503,NaN,8.422,8.489,8.47,7.48,8.424,NaN,NaN
722693,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3585,8.4,NaN,NaN,NaN,NaN,103.29,NaN,1.1513,NaN,8.392,8.469,8.46,7.54,8.424,NaN,NaN
722694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3617,8.33,NaN,NaN,NaN,NaN,103.68,NaN,1.1513,NaN,8.382,8.509,8.45,7.7,8.424,NaN,NaN
722698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.363,8.37,NaN,NaN,NaN,NaN,104.49,NaN,1.1514,NaN,8.342,8.469,8.41,7.57,8.384,NaN,NaN
722699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3641,8,NaN,NaN,NaN,NaN,105.38,NaN,1.1546,NaN,8.352,8.449,8.4,7.58,8.384,NaN,NaN
722700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3581,8.27,NaN,NaN,NaN,NaN,105.42,NaN,1.1575,NaN,8.342,8.449,8.41,7.59,8.364,NaN,NaN
722701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3539,8.31,NaN,NaN,NaN,NaN,106.79,NaN,1.1561,NaN,8.342,8.469,8.4,7.67,8.374,NaN,NaN
722704,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3512,8.44,NaN,NaN,NaN,NaN,106.98,NaN,1.1613,NaN,8.312,8.439,8.38,7.71,8.334,NaN,NaN
722705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3548,8.38,NaN,NaN,NaN,NaN,106.99,NaN,1.1631,NaN,8.292,8.459,8.36,7.75,8.354,NaN,NaN
722706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3635,8.31,NaN,NaN,NaN,NaN,106.34,NaN,1.1617,NaN,8.302,8.459,8.37,7.76,8.344,NaN,NaN
722707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3593,8.37,NaN,NaN,NaN,NaN,105.1,NaN,1.1608,NaN,8.322,8.459,8.38,7.77,8.364,NaN,NaN
722708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.363,8.35,NaN,NaN,NaN,NaN,104.12,NaN,1.1631,NaN,8.352,8.499,8.4,7.88,8.394,NaN,NaN
722711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.362,8.39,NaN,NaN,NaN,NaN,103.21,NaN,1.167,NaN,8.372,8.529,8.43,7.9,8.414,NaN,NaN
722712,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3637,8.34,NaN,NaN,NaN,NaN,102.53,NaN,1.1699,NaN,8.452,8.549,8.45,7.95,8.444,NaN,NaN
722713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3702,8.38,NaN,NaN,NaN,NaN,101.73,NaN,1.1699,NaN,8.512,8.609,8.51,8.08,8.464,NaN,NaN
722714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3757,8.49,NaN,NaN,NaN,NaN,101.9,NaN,1.1689,NaN,8.512,8.699,8.53,8.04,8.484,NaN,NaN
722715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3734,8.5,NaN,NaN,NaN,NaN,101.84,NaN,1.1732,NaN,8.562,8.739,8.59,8.15,8.504,NaN,NaN
722718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3797,8.73,NaN,NaN,NaN,NaN,101.86,NaN,1.1765,NaN,8.562,8.759,8.58,8.09,8.544,NaN,NaN
722719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3768,8.92,NaN,NaN,NaN,NaN,102.62,NaN,1.1777,NaN,8.532,8.759,8.57,8.01,8.514,NaN,NaN
722720,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3806,8.68,NaN,NaN,NaN,NaN,101.66,NaN,1.1777,NaN,8.542,8.749,8.59,7.89,8.524,NaN,NaN
722721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3822,8.81,NaN,NaN,NaN,NaN,101.96,NaN,1.1829,NaN,8.542,8.729,8.6,7.83,8.514,NaN,NaN
722722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.385,8.9,NaN,NaN,NaN,NaN,102.54,NaN,1.1836,NaN,8.562,8.709,8.61,7.98,8.504,NaN,NaN
722725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3866,8.96,NaN,NaN,NaN,NaN,102.96,NaN,1.1893,NaN,8.582,8.719,8.63,7.98,8.524,NaN,NaN
722726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3967,8.83,NaN,NaN,NaN,NaN,102.6,NaN,1.1899,NaN,8.572,8.699,8.63,8.16,8.524,NaN,NaN
722727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4049,8.68,NaN,NaN,NaN,NaN,103.06,NaN,1.1862,NaN,8.592,8.699,8.63,8.18,8.534,NaN,NaN
722728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4071,8.75,NaN,NaN,NaN,NaN,103.27,NaN,1.1833,NaN,8.602,8.699,8.64,8.19,8.534,NaN,NaN
722729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4039,8.71,NaN,NaN,NaN,NaN,103.52,NaN,1.1809,NaN,8.582,8.699,8.61,8.19,8.514,NaN,NaN
722732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4037,8.71,NaN,NaN,NaN,NaN,104.59,NaN,1.1809,NaN,8.582,8.699,8.61,8.19,8.514,NaN,NaN
722733,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4073,9.06,NaN,NaN,NaN,NaN,104.46,NaN,1.1841,NaN,8.582,8.709,8.61,8.21,8.504,NaN,NaN
722734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4225,8.3,NaN,NaN,NaN,NaN,105.39,NaN,1.185,NaN,8.562,8.709,8.61,8.09,8.514,NaN,NaN
722735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4213,8.81,NaN,NaN,NaN,NaN,104.88,NaN,1.1867,NaN,8.512,8.699,8.58,7.78,8.474,NaN,NaN
722736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4259,8.73,NaN,NaN,NaN,NaN,104.66,NaN,1.1848,NaN,8.522,8.699,8.59,7.82,8.474,NaN,NaN
722739,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4233,8.84,NaN,NaN,NaN,NaN,102.61,NaN,1.1829,NaN,8.592,8.739,8.65,7.88,8.574,NaN,NaN
722740,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4384,8.76,NaN,NaN,NaN,NaN,101.26,NaN,1.1816,NaN,8.602,8.779,8.65,8.15,8.574,NaN,NaN
722741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4409,8.86,NaN,NaN,NaN,NaN,100.49,NaN,1.1826,NaN,8.622,8.839,8.65,7.94,8.584,NaN,NaN
722742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.438,8.95,NaN,NaN,NaN,NaN,99.33,NaN,1.1851,NaN,8.642,8.849,8.67,7.75,8.604,NaN,NaN
722743,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4535,9.07,NaN,NaN,NaN,NaN,97.95,NaN,1.1876,NaN,8.662,8.859,8.69,7.75,8.624,NaN,NaN
722746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4586,9.3,NaN,NaN,NaN,NaN,98.18,NaN,1.1841,NaN,8.662,8.849,8.69,7.52,8.624,NaN,NaN
722747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4577,9.65,NaN,NaN,NaN,NaN,97.49,NaN,1.1825,NaN,8.642,8.859,8.67,7.77,8.604,NaN,NaN
722748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4738,9.55,NaN,NaN,NaN,NaN,97.31,NaN,1.1841,NaN,8.652,8.969,8.68,7.54,8.624,NaN,NaN
722749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4905,9.15,NaN,NaN,NaN,NaN,96.03,NaN,1.1858,NaN,8.722,9.059,8.71,7.76,8.694,NaN,NaN
722750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.493,9.15,NaN,NaN,NaN,NaN,94.59,NaN,1.1747,NaN,8.782,9.129,8.75,7.93,8.784,NaN,NaN
722753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.52,9.23,NaN,NaN,NaN,NaN,95.06,NaN,1.1705,NaN,8.882,9.129,8.84,8.47,8.934,NaN,NaN
722754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5117,9.35,NaN,NaN,NaN,NaN,93.15,NaN,1.1671,NaN,8.962,9.129,8.87,8.75,9.164,NaN,NaN
722755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4374,9.87,NaN,NaN,NaN,NaN,96.85,NaN,1.1662,NaN,8.662,9.449,8.66,8.85,8.774,NaN,NaN
722756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4176,9.89,NaN,NaN,NaN,NaN,95.61,NaN,1.1677,NaN,8.732,9.429,8.71,8.76,8.784,NaN,NaN
722757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4047,9.94,NaN,NaN,NaN,NaN,96.18,NaN,1.1693,NaN,8.862,9.499,8.76,8.8,8.804,NaN,NaN
722760,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3978,9.88,NaN,NaN,NaN,NaN,95.19,NaN,1.167,NaN,8.852,9.459,8.8,8.84,8.854,NaN,NaN
722761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3996,9.34,NaN,NaN,NaN,NaN,93.85,NaN,1.167,NaN,8.852,9.459,8.8,8.84,8.854,NaN,NaN
722762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4108,9.43,NaN,NaN,NaN,NaN,94.45,NaN,1.173,NaN,8.862,9.499,8.81,8.99,8.874,NaN,NaN
722763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4096,9.75,NaN,NaN,NaN,NaN,94.42,NaN,1.1721,NaN,8.872,9.509,8.82,8.82,8.884,NaN,NaN
722764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4055,9.67,NaN,NaN,NaN,NaN,94.77,NaN,1.1719,NaN,8.862,9.469,8.79,8.51,8.854,NaN,NaN
722767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.412,9.8,NaN,NaN,NaN,NaN,93.13,NaN,1.1726,NaN,8.832,9.409,8.76,8.23,8.864,NaN,NaN
722768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4049,9.76,NaN,NaN,NaN,NaN,92.49,NaN,1.1744,NaN,8.822,9.419,8.76,8.3,8.844,NaN,NaN
722769,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4004,9.46,NaN,NaN,NaN,NaN,92.71,NaN,1.1785,NaN,8.762,9.349,8.69,8.02,8.764,NaN,NaN
722770,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3889,9.72,NaN,NaN,NaN,NaN,93.71,NaN,1.1752,NaN,8.722,9.219,8.69,8.17,8.714,NaN,NaN
722771,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3818,9.64,NaN,NaN,NaN,NaN,94.42,NaN,1.1744,NaN,8.722,9.199,8.69,7.98,8.724,NaN,NaN
722774,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3719,9.7,NaN,NaN,NaN,NaN,95.25,NaN,1.1744,NaN,8.722,9.199,8.7,8.21,8.744,NaN,NaN
722775,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3793,9.64,NaN,NaN,NaN,NaN,95.01,NaN,1.1751,NaN,8.772,9.239,8.71,8.83,8.774,NaN,NaN
722776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.378,9.78,NaN,NaN,NaN,NaN,95.48,NaN,1.1728,NaN,8.772,9.379,8.73,8.63,8.774,NaN,NaN
722778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.378,9.77,NaN,NaN,NaN,NaN,95.79,NaN,1.1779,NaN,8.862,9.609,8.79,8.86,8.944,NaN,NaN
722781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3734,9.91,NaN,NaN,NaN,NaN,95.99,NaN,1.1792,NaN,8.862,9.609,8.78,8.96,8.964,NaN,NaN
722782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3761,9.94,NaN,NaN,NaN,NaN,95.15,NaN,1.1749,NaN,8.862,9.609,8.79,9.12,8.964,NaN,NaN
722783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3801,10,NaN,NaN,NaN,NaN,93.75,NaN,1.1737,NaN,8.862,9.559,8.79,8.98,8.934,NaN,NaN
722784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3765,9.94,NaN,NaN,NaN,NaN,94.7,NaN,1.1718,NaN,8.862,9.559,8.8,9.01,8.944,NaN,NaN
722785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3774,9.95,NaN,NaN,NaN,NaN,96.28,NaN,1.1688,NaN,8.802,9.509,8.73,8.85,8.814,NaN,NaN
