Date,BRLUSDCurncy,CDXTEL15Index,CDXTHL15Index,CDXTIL15Index,CNYCNHCMPNCurncy,CNYUSDCurncy,CSIAIndex,CSIBARCIndex,CSIBBBIndex,EPUCNUSDIndex,EURUSDCurncy,FEDL01Index,JPMVXYEMIndex,JPMVXYG7Index,MOVEIndex,MXEFIndex,SPXIndex,TYVIXIndex,USDCADCurncy,USDKRWCurncy,USGG10YRIndex,USGG2YRIndex,USGG30YRIndex,USGG3MINDEX,USGG5YRIndex,V2XINDEX,VIXIndex
722788,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3776,9.88,NaN,NaN,NaN,NaN,96.15,NaN,1.1732,NaN,8.822,9.519,8.79,8.95,8.854,NaN,NaN
722789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3799,9.78,NaN,NaN,NaN,NaN,97.44,NaN,1.1716,NaN,8.852,9.509,8.79,8.95,8.874,NaN,NaN
722790,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3818,9.66,NaN,NaN,NaN,NaN,97.49,NaN,1.173,NaN,8.852,9.509,8.78,8.89,8.884,NaN,NaN
722791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3806,9.8,NaN,NaN,NaN,NaN,97.08,NaN,1.1752,NaN,8.892,9.509,8.81,8.9,8.924,NaN,NaN
722792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3841,9.82,NaN,NaN,NaN,NaN,96.63,NaN,1.1751,NaN,8.902,9.519,8.81,8.95,8.934,NaN,NaN
722795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.392,9.94,NaN,NaN,NaN,NaN,97.11,NaN,1.178,NaN,8.902,9.529,8.81,8.93,8.934,NaN,NaN
722796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3893,9.94,NaN,NaN,NaN,NaN,96.59,NaN,1.1763,NaN,8.922,9.529,8.82,8.86,8.924,NaN,NaN
722797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3868,9.39,NaN,NaN,NaN,NaN,96.06,NaN,1.1776,NaN,8.982,9.549,8.89,8.88,8.984,NaN,NaN
722798,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3932,9.84,NaN,NaN,NaN,NaN,96.04,NaN,1.1819,NaN,8.962,9.549,8.88,8.9,8.984,NaN,NaN
722799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3965,9.83,NaN,NaN,NaN,NaN,95.33,NaN,1.1819,NaN,9.002,9.589,8.9,9.08,9.054,NaN,NaN
722802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4209,9.97,NaN,NaN,NaN,NaN,93.44,NaN,1.1846,NaN,9.132,9.869,8.99,9.26,9.174,NaN,NaN
722803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4341,9.94,NaN,NaN,NaN,NaN,94.24,NaN,1.1869,NaN,9.142,9.919,8.97,9.21,9.174,NaN,NaN
722804,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4355,8.98,NaN,NaN,NaN,NaN,94.68,NaN,1.1833,NaN,9.162,9.969,8.99,9.25,9.264,NaN,NaN
722805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.419,9.99,NaN,NaN,NaN,NaN,94.71,NaN,1.1816,NaN,9.162,9.989,8.98,9.29,9.354,NaN,NaN
722806,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4213,10.01,NaN,NaN,NaN,NaN,96.31,NaN,1.1823,NaN,9.112,9.969,8.95,9.37,9.324,NaN,NaN
722810,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4213,10.89,NaN,NaN,NaN,NaN,97.52,NaN,1.1837,NaN,9.132,9.989,8.94,9.36,9.324,NaN,NaN
722811,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4436,10.82,NaN,NaN,NaN,NaN,96.66,NaN,1.1882,NaN,9.122,9.989,8.93,9.19,9.314,NaN,NaN
722812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4376,10.71,NaN,NaN,NaN,NaN,96.28,NaN,1.1858,NaN,9.162,9.989,8.97,9.2,9.344,NaN,NaN
722813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4455,10.84,NaN,NaN,NaN,NaN,96.11,NaN,1.1867,NaN,9.152,9.989,8.96,9.26,9.324,NaN,NaN
722817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4503,11.72,NaN,NaN,NaN,NaN,96.73,NaN,1.1882,NaN,9.182,10.009,8.99,9.41,9.334,NaN,NaN
722818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4259,8.34,NaN,NaN,NaN,NaN,97.8,NaN,1.1882,NaN,9.162,9.989,8.96,9.31,9.334,NaN,NaN
722819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4251,10.03,NaN,NaN,NaN,NaN,98.58,NaN,1.1879,NaN,9.112,9.889,8.94,9.31,9.274,NaN,NaN
722820,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4282,9.94,NaN,NaN,NaN,NaN,99.13,NaN,1.1844,NaN,9.102,9.879,8.95,9.34,9.284,NaN,NaN
722823,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4333,10.01,NaN,NaN,NaN,NaN,98.8,NaN,1.1876,NaN,9.142,9.929,8.98,9.36,9.314,NaN,NaN
722824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4329,10.01,NaN,NaN,NaN,NaN,99.33,NaN,1.1886,NaN,9.162,9.929,8.99,9.27,9.304,NaN,NaN
722825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4253,9.91,NaN,NaN,NaN,NaN,98.77,NaN,1.1887,NaN,9.162,9.949,8.99,9.25,9.304,NaN,NaN
722826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4229,10,NaN,NaN,NaN,NaN,99.1,NaN,1.1876,NaN,9.152,9.929,8.98,9.28,9.304,NaN,NaN
722827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4193,10.01,NaN,NaN,NaN,NaN,99.93,NaN,1.1881,NaN,9.142,9.929,8.97,9.35,9.284,NaN,NaN
722830,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4193,10.17,NaN,NaN,NaN,NaN,100.69,NaN,1.1886,NaN,9.152,9.919,8.97,9.44,9.274,NaN,NaN
722831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4253,10.1,NaN,NaN,NaN,NaN,99.46,NaN,1.1915,NaN,9.162,9.929,8.98,9.44,9.264,NaN,NaN
722832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4296,10.05,NaN,NaN,NaN,NaN,99.48,NaN,1.1898,NaN,9.182,9.919,8.99,9.44,9.284,NaN,NaN
722833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4353,10,NaN,NaN,NaN,NaN,99.72,NaN,1.1889,NaN,9.182,9.929,8.99,9.46,9.274,NaN,NaN
722834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4304,10.03,NaN,NaN,NaN,NaN,99.75,NaN,1.1874,NaN,9.152,9.919,8.97,9.4,9.244,NaN,NaN
722837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.43,10.15,NaN,NaN,NaN,NaN,99.9,NaN,1.1875,NaN,9.122,9.869,8.94,9.34,9.204,NaN,NaN
722838,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4267,10.06,NaN,NaN,NaN,NaN,100.6,NaN,1.1884,NaN,9.102,9.859,8.93,9.36,9.164,NaN,NaN
722839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4298,10.02,NaN,NaN,NaN,NaN,100.16,NaN,1.1902,NaN,9.082,9.859,8.91,9.35,9.164,NaN,NaN
722840,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4211,10.02,NaN,NaN,NaN,NaN,101.19,NaN,1.1915,NaN,8.982,9.789,8.84,9.33,9.014,NaN,NaN
722841,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4239,10.05,NaN,NaN,NaN,NaN,101.86,NaN,1.1938,NaN,8.932,9.679,8.82,9.34,8.984,NaN,NaN
722844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4182,10.1,NaN,NaN,NaN,NaN,101.55,NaN,1.1939,NaN,8.962,9.679,8.85,9.35,9.004,NaN,NaN
722845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.418,10.01,NaN,NaN,NaN,NaN,101.05,NaN,1.1929,NaN,8.952,9.689,8.85,9.27,8.984,NaN,NaN
722846,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4138,10.57,NaN,NaN,NaN,NaN,99.93,NaN,1.1929,NaN,8.952,9.649,8.85,9.29,8.954,NaN,NaN
722847,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4035,10.05,NaN,NaN,NaN,NaN,99.96,NaN,1.1929,NaN,8.942,9.619,8.85,9.25,8.954,NaN,NaN
722848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4023,10.11,NaN,NaN,NaN,NaN,99.5,NaN,1.1929,NaN,8.892,9.489,8.84,9.25,8.844,NaN,NaN
722851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4158,10.26,NaN,NaN,NaN,NaN,98.09,NaN,1.1929,NaN,8.952,9.539,8.88,9.18,8.924,NaN,NaN
722852,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.418,10.27,NaN,NaN,NaN,NaN,98.05,NaN,1.1948,NaN,9.002,9.589,8.92,9.21,9.004,NaN,NaN
722853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4316,9.48,NaN,NaN,NaN,NaN,97.16,NaN,1.1938,NaN,9.092,9.679,9,9.25,9.114,NaN,NaN
722854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4274,10.05,NaN,NaN,NaN,NaN,97.65,NaN,1.194,NaN,9.092,9.709,9,9.24,9.114,NaN,NaN
722855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4278,10,NaN,NaN,NaN,NaN,97.87,NaN,1.1952,NaN,9.112,9.709,9.02,9.31,9.124,NaN,NaN
722858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4253,9.97,NaN,NaN,NaN,NaN,98.2,NaN,1.1952,NaN,9.112,9.709,9.02,9.31,9.124,NaN,NaN
722859,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4197,10.55,NaN,NaN,NaN,NaN,98.93,NaN,1.1935,NaN,9.112,9.699,9,9.29,9.124,NaN,NaN
722860,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4211,10.49,NaN,NaN,NaN,NaN,98.87,NaN,1.1935,NaN,9.122,9.679,9,9.27,9.134,NaN,NaN
722861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4231,10.07,NaN,NaN,NaN,NaN,98.73,NaN,1.194,NaN,9.122,9.689,9.01,9.26,9.134,NaN,NaN
722862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4221,9.98,NaN,NaN,NaN,NaN,98.67,NaN,1.1945,NaN,9.112,9.689,9.01,9.29,9.144,NaN,NaN
722866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4211,10.05,NaN,NaN,NaN,NaN,99.42,NaN,1.1956,NaN,9.122,9.719,9.02,9.38,9.174,NaN,NaN
722867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4201,9.76,NaN,NaN,NaN,NaN,99.07,NaN,1.1957,NaN,9.152,9.909,9.04,9.42,9.204,NaN,NaN
722868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4229,9.99,NaN,NaN,NaN,NaN,98.33,NaN,1.1955,NaN,9.202,9.929,9.08,9.41,9.294,NaN,NaN
722869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4231,10.02,NaN,NaN,NaN,NaN,97.78,NaN,1.1972,NaN,9.212,9.819,9.1,9.44,9.314,NaN,NaN
722872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4263,10.09,NaN,NaN,NaN,NaN,97.67,NaN,1.1973,NaN,9.202,9.919,9.08,9.46,9.284,NaN,NaN
722873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4235,10.01,NaN,NaN,NaN,NaN,96.13,NaN,1.1961,NaN,9.192,9.899,9.08,9.47,9.304,NaN,NaN
722874,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4233,10.24,NaN,NaN,NaN,NaN,96.28,NaN,1.1937,NaN,9.172,9.899,9.08,9.45,9.294,NaN,NaN
722875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4209,10.05,NaN,NaN,NaN,NaN,96.9,NaN,1.1865,NaN,9.172,9.879,9.09,9.4,9.284,NaN,NaN
722876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.419,10.11,NaN,NaN,NaN,NaN,96.97,NaN,1.1864,NaN,9.162,9.879,9.09,9.41,9.264,NaN,NaN
722879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4178,10.15,NaN,NaN,NaN,NaN,98.06,NaN,1.1845,NaN,9.112,9.839,9.02,9.4,9.224,NaN,NaN
722880,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4193,9.95,NaN,NaN,NaN,NaN,97.87,NaN,1.1867,NaN,9.142,9.839,9.06,9.42,9.204,NaN,NaN
722881,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4229,10.04,NaN,NaN,NaN,NaN,98.44,NaN,1.1855,NaN,9.102,9.819,9.02,9.42,9.184,NaN,NaN
722882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4237,10.02,NaN,NaN,NaN,NaN,99.58,NaN,1.1809,NaN,9.102,9.769,9.01,9.42,9.184,NaN,NaN
722883,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4221,10.17,NaN,NaN,NaN,NaN,99.54,NaN,1.1818,NaN,9.112,9.799,9.04,9.52,9.204,NaN,NaN
722886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4203,10.3,NaN,NaN,NaN,NaN,99.67,NaN,1.1786,NaN,9.112,9.819,9.02,9.51,9.184,NaN,NaN
722887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4168,10.22,NaN,NaN,NaN,NaN,99.84,NaN,1.1721,NaN,9.112,9.809,9.02,9.51,9.204,NaN,NaN
722888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.419,10.39,NaN,NaN,NaN,NaN,99.71,NaN,1.1722,NaN,9.122,9.829,9.04,9.52,9.214,NaN,NaN
722889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4186,10.14,NaN,NaN,NaN,NaN,99.86,NaN,1.1726,NaN,9.142,9.829,9.05,9.49,9.214,NaN,NaN
722890,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.416,10.19,NaN,NaN,NaN,NaN,100.69,NaN,1.1734,NaN,9.122,9.849,9.03,9.52,9.224,NaN,NaN
722893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4168,10.11,NaN,NaN,NaN,NaN,101.06,NaN,1.167,NaN,9.122,9.819,9.03,9.5,9.214,NaN,NaN
722894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4176,9.93,NaN,NaN,NaN,NaN,100.5,NaN,1.1712,NaN,9.132,9.799,9.04,9.52,9.214,NaN,NaN
722895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.414,9.91,NaN,NaN,NaN,NaN,101.25,NaN,1.1678,NaN,9.132,9.799,9.03,9.56,9.214,NaN,NaN
722896,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.418,10.01,NaN,NaN,NaN,NaN,101.67,NaN,1.1678,NaN,9.122,9.779,9.03,9.56,9.204,NaN,NaN
722897,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4162,10.01,NaN,NaN,NaN,NaN,101.6,NaN,1.1682,NaN,9.122,9.779,9.02,9.55,9.204,NaN,NaN
722900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4205,10.08,NaN,NaN,NaN,NaN,101.04,NaN,1.1675,NaN,9.122,9.769,9.03,9.54,9.204,NaN,NaN
722901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4178,10.03,NaN,NaN,NaN,NaN,102.48,NaN,1.1687,NaN,9.112,9.739,9.01,9.49,9.184,NaN,NaN
722902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4182,9.83,NaN,NaN,NaN,NaN,102.12,NaN,1.1642,NaN,9.072,9.719,8.99,9.43,9.164,NaN,NaN
722903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4156,10.01,NaN,NaN,NaN,NaN,102.03,NaN,1.1626,NaN,9.062,9.679,8.99,9.39,9.154,NaN,NaN
722904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4158,10.07,NaN,NaN,NaN,NaN,101.59,NaN,1.1606,NaN,9.112,9.729,9.02,9.44,9.194,NaN,NaN
722907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4083,10.03,NaN,NaN,NaN,NaN,100.9,NaN,1.1575,NaN,9.112,9.749,9.02,9.54,9.204,NaN,NaN
722908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4077,9.75,NaN,NaN,NaN,NaN,102.4,NaN,1.1586,NaN,9.102,9.739,9.01,9.52,9.194,NaN,NaN
722909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4079,9.62,NaN,NaN,NaN,NaN,102.65,NaN,1.1547,NaN,9.092,9.719,9,9.49,9.184,NaN,NaN
722910,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4061,10,NaN,NaN,NaN,NaN,103.26,NaN,1.1507,NaN,9.072,9.689,8.99,9.49,9.154,NaN,NaN
722911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4023,10.03,NaN,NaN,NaN,NaN,103.18,NaN,1.1491,NaN,9.102,9.759,9.01,9.6,9.194,NaN,NaN
722914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3955,10.02,NaN,NaN,NaN,NaN,102.87,NaN,1.1503,NaN,9.142,9.819,9.04,9.62,9.234,NaN,NaN
722915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3968,10.03,NaN,NaN,NaN,NaN,103.34,NaN,1.1458,NaN,9.172,9.819,9.07,9.75,9.274,NaN,NaN
722916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4002,9.38,NaN,NaN,NaN,NaN,102.31,NaN,1.1468,NaN,9.202,9.859,9.08,9.72,9.304,NaN,NaN
722917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3935,10.02,NaN,NaN,NaN,NaN,102,NaN,1.1466,NaN,9.202,9.859,9.09,9.69,9.304,NaN,NaN
722921,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3935,10.03,NaN,NaN,NaN,NaN,101.12,NaN,1.1464,NaN,9.192,9.869,9.09,9.66,9.294,NaN,NaN
722922,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3939,9.98,NaN,NaN,NaN,NaN,101.24,NaN,1.1426,NaN,9.162,9.779,9.07,9.5,9.244,NaN,NaN
722923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.398,10.18,NaN,NaN,NaN,NaN,101.7,NaN,1.1417,NaN,9.152,9.719,9.06,9.29,9.224,NaN,NaN
722924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4019,10.02,NaN,NaN,NaN,NaN,101.28,NaN,1.1432,NaN,9.152,9.689,9.06,9.3,9.204,NaN,NaN
722925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3932,10.07,NaN,NaN,NaN,NaN,101.23,NaN,1.1413,NaN,9.192,9.739,9.11,9.31,9.264,NaN,NaN
722928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3957,10.22,NaN,NaN,NaN,NaN,101.57,NaN,1.1419,NaN,9.212,9.739,9.13,9.2,9.264,NaN,NaN
722929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3982,10.25,NaN,NaN,NaN,NaN,102.2,NaN,1.1401,NaN,9.242,9.759,9.14,9.1,9.294,NaN,NaN
722930,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4,9.96,NaN,NaN,NaN,NaN,102.5,NaN,1.1416,NaN,9.232,9.779,9.13,9.07,9.264,NaN,NaN
722931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3996,10.05,NaN,NaN,NaN,NaN,102.01,NaN,1.1441,NaN,9.272,9.809,9.18,9.14,9.284,NaN,NaN
722932,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4015,10.16,NaN,NaN,NaN,NaN,101.8,NaN,1.143,NaN,9.322,9.939,9.19,9.66,9.334,NaN,NaN
722935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3976,10.43,NaN,NaN,NaN,NaN,101.76,NaN,1.1422,NaN,9.352,9.919,9.22,9.56,9.354,NaN,NaN
722936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3984,10.38,NaN,NaN,NaN,NaN,101.68,NaN,1.1424,NaN,9.362,9.919,9.21,9.5,9.354,NaN,NaN
722937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3967,10.2,NaN,NaN,NaN,NaN,101.72,NaN,1.1423,NaN,9.342,9.919,9.22,9.55,9.344,NaN,NaN
722938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3965,10.24,NaN,NaN,NaN,NaN,101.81,NaN,1.1449,NaN,9.382,9.939,9.27,9.61,9.364,NaN,NaN
722939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3961,10.25,NaN,NaN,NaN,NaN,100.69,NaN,1.1491,NaN,9.392,9.949,9.29,9.68,9.384,NaN,NaN
722942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3961,10.29,NaN,NaN,NaN,NaN,99.02,NaN,1.151,NaN,9.392,9.919,9.28,9.66,9.364,NaN,NaN
722943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.398,10.21,NaN,NaN,NaN,NaN,99.17,NaN,1.1571,NaN,9.382,9.919,9.28,9.66,9.364,NaN,NaN
722944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3974,10.25,NaN,NaN,NaN,NaN,99.46,NaN,1.1608,NaN,9.362,9.909,9.26,9.64,9.354,NaN,NaN
722945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3953,10.23,NaN,NaN,NaN,NaN,98.52,NaN,1.1587,NaN,9.362,9.929,9.27,9.64,9.374,NaN,NaN
722946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3951,10.26,NaN,NaN,NaN,NaN,98.52,NaN,1.1596,NaN,9.342,9.909,9.26,9.56,9.334,NaN,NaN
722949,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3937,10.33,NaN,NaN,NaN,NaN,98.06,NaN,1.1625,NaN,9.302,9.879,9.22,9.55,9.304,NaN,NaN
722950,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3901,10.28,NaN,NaN,NaN,NaN,98.14,NaN,1.1611,NaN,9.322,9.879,9.24,9.6,9.324,NaN,NaN
722951,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3901,10.13,NaN,NaN,NaN,NaN,98.42,NaN,1.157,NaN,9.312,9.849,9.22,9.57,9.304,NaN,NaN
722952,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3866,10.24,NaN,NaN,NaN,NaN,99.94,NaN,1.1568,NaN,9.242,9.729,9.2,9.57,9.224,NaN,NaN
722953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3803,10.25,NaN,NaN,NaN,NaN,99.93,NaN,1.1543,NaN,9.232,9.719,9.18,9.72,9.204,NaN,NaN
722956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3786,10.34,NaN,NaN,NaN,NaN,100.14,NaN,1.1578,NaN,9.242,9.759,9.2,9.77,9.224,NaN,NaN
722957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3795,10.18,NaN,NaN,NaN,NaN,100.51,NaN,1.1588,NaN,9.152,9.699,9.16,9.7,9.144,NaN,NaN
722958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3801,9.66,NaN,NaN,NaN,NaN,99.88,NaN,1.1569,NaN,9.072,9.659,9.09,9.67,9.054,NaN,NaN
722959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3833,10.18,NaN,NaN,NaN,NaN,99.93,NaN,1.1554,NaN,9.062,9.589,9.07,9.53,9.024,NaN,NaN
722960,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3805,10.05,NaN,NaN,NaN,NaN,100.22,NaN,1.1588,NaN,9.012,9.509,9.03,9.54,8.984,NaN,NaN
